name,description,year,manufacturer,romof,cloneof,sampleof,is_runnable,is_device,is_bios,is_mechanical,use_chds,driver,driver_status,display_type,display_rotate,display_width,display_height,display_orientation,sourcefile
"pbss330","Pit Boss Superstar III 30 (9233-00-01 R0B, Standard version)","1993",Merit,-,-,-,YES,NO,NO,NO,NO,meritm.cpp,INCOMPLETO,RASTER,"0",543,465,HORIZONTAL,merit/meritm.cpp
"pbst30","Pit Boss Supertouch 30 (9234-10-01 R0)","1994",Merit,-,-,-,YES,NO,NO,NO,NO,meritm.cpp,INCOMPLETO,RASTER,"0",543,465,HORIZONTAL,merit/meritm.cpp
pitfight,"Pit Fighter (rev 9)","1990","Atari Games",-,-,-,YES,NO,NO,NO,NO,"atarig1.cpp",BUONO,RASTER,"0",336,240,HORIZONTAL,"atari/atarig1.cpp"
pitapat,"Pitapat Puzzle (set 1)","1997","F2 System",-,-,-,YES,NO,NO,NO,NO,crospang.cpp,BUONO,RASTER,"0",320,240,HORIZONTAL,"f32/crospang.cpp"
"pitfall2","Pitfall II (315-5093)","1985",Sega,-,-,-,YES,NO,NO,NO,NO,"system1.cpp",BUONO,RASTER,"0",512,224,HORIZONTAL,"sega/system1.cpp"
pkscram,"PK Scramble","1993","Cosmo Electronics Corporation",-,-,-,YES,NO,NO,NO,NO,pkscram.cpp,BUONO,RASTER,"0",256,192,HORIZONTAL,misc/pkscram.cpp
pharrier,"Planet Harriers (Rev A)","2000",Sega,hikaru,-,-,YES,NO,NO,NO,NO,hikaru.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,sega/hikaru.cpp
pprobe,"Planet Probe (prototype?)","1985","Crux / Kyugo?",-,-,-,YES,NO,NO,NO,NO,vastar.cpp,BUONO,RASTER,"90",256,224,VERTICAL,orca/vastar.cpp
plsmaswd,"Plasma Sword: Nightmare of Bilstein (USA 980316)","1998",Capcom,"coh3002c",-,-,YES,NO,NO,NO,NO,zn.cpp,INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,sony/zn.cpp
aplatoon,"Platoon (V.3.1 US)","1995",Nova?,alg_bios,-,-,YES,NO,NO,NO,YES,alg.cpp,PRELIMINARE,RASTER,"0",724,483,HORIZONTAL,amiga/alg.cpp
plgirls,"Play Girls","1992","Hot-B Co., Ltd.",-,-,-,YES,NO,NO,NO,NO,taito_l.cpp,BUONO,RASTER,"270",320,224,VERTICAL,taito/taito_l.cpp
"plgirls2","Play Girls 2","1993","Hot-B Co., Ltd.",-,-,-,YES,NO,NO,NO,NO,taito_l.cpp,BUONO,RASTER,"270",320,224,VERTICAL,taito/taito_l.cpp
playball,"PlayBall! (prototype)","1983",Williams,-,-,-,YES,NO,NO,NO,NO,williams.cpp,BUONO,RASTER,"270",292,232,VERTICAL,midway/williams.cpp
pgoal,"Pleasure Goal / Futsal - 5 on 5 Mini Soccer (NGM-219)","1996",Saurus,neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo/neogeo.cpp
pleiads,"Pleiads (Tehkan)","1981",Tehkan,-,-,-,YES,NO,NO,NO,NO,phoenix.cpp,INCOMPLETO,RASTER,"90",256,208,VERTICAL,phoenix/phoenix.cpp
plotting,"Plotting (World set 1)","1989","Taito Corporation Japan",-,-,-,YES,NO,NO,NO,NO,taito_l.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,taito/taito_l.cpp
plumppop,"Plump Pop (Japan)","1987","Taito Corporation",-,-,-,YES,NO,NO,NO,NO,tnzs.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,taito/tnzs.cpp
plusalph,"Plus Alpha","1989",Jaleco,-,-,-,YES,NO,NO,NO,NO,"megasys1.cpp",BUONO,RASTER,"270",256,224,VERTICAL,"jaleco/megasys1.cpp"
pnickj,"Pnickies (Japan 940608)","1994",Capcom,-,-,-,YES,NO,NO,NO,NO,"cps1.cpp",BUONO,RASTER,"0",384,224,HORIZONTAL,"capcom/cps1.cpp"
pnyaa,"Pochi and Nyaa (Ver 2.02)","2003","Aiky / Taito",neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo/neogeo.cpp
pcktgal,"Pocket Gal (Japan)","1987","Data East Corporation",-,-,-,YES,NO,NO,NO,NO,pcktgal.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,dataeast/pcktgal.cpp
pktgaldx,"Pocket Gal Deluxe (Europe v3.00)","1992","Data East Corporation",-,-,-,YES,NO,NO,NO,NO,pktgaldx.cpp,BUONO,RASTER,"0",320,240,HORIZONTAL,dataeast/pktgaldx.cpp
pgalvip,"Pocket Gals V.I.P (set 1)","1996","ACE International / Afega",-,-,-,YES,NO,NO,NO,NO,"expro02.cpp",INCOMPLETO,RASTER,"0",256,224,HORIZONTAL,"kaneko/expro02.cpp"
pocketrc,"Pocket Racer (Japan, PKR1/VER.B)","1996",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos11.cpp",INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,"namco/namcos11.cpp"
ptblank,"Point Blank (World, GN2 Rev B, set 1)","1994",Namco,-,-,-,YES,NO,NO,NO,NO,"namconb1.cpp",BUONO,RASTER,"0",288,224,HORIZONTAL,"namco/namconb1.cpp"
"ptblank2","Point Blank 2 (World, GNB5/VER.A)","1999",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos12.cpp",INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,"namco/namcos12.cpp"
"ptblank3","Point Blank 3 (World, GNN2 Ver.A)","2000",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos10.cpp",PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,"namco/namcos10.cpp"
poitto,"Poitto! (revision D)","1993","Metro / Able Corp.",-,-,-,YES,NO,NO,NO,NO,metro.cpp,BUONO,RASTER,"0",360,224,HORIZONTAL,metro/metro.cpp
poizone,Poizone,"1991",Eterna,-,-,-,YES,NO,NO,NO,NO,ertictac.cpp,INCOMPLETO,RASTER,"0",735,292,HORIZONTAL,acorn/ertictac.cpp
ppsatan,"Poka Poka Satan (Japan)","1996","Kato Seisakujo Co., Ltd.",-,-,-,YES,NO,NO,NO,NO,cave.cpp,INCOMPLETO,RASTER,"0",320,224,HORIZONTAL,atlus/cave.cpp
pokechmp,"Poke Champ (set 1)","1995",D.G.R.M.,-,-,-,YES,NO,NO,NO,NO,pokechmp.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,dgrm/pokechmp.cpp
polaris,"Polaris (latest version)","1980",Taito,-,-,-,YES,NO,NO,NO,NO,"8080bw.cpp",BUONO,RASTER,"270",260,224,VERTICAL,"midw8080/8080bw.cpp"
polepos,"Pole Position (World)","1982",Namco,-,-,-,YES,NO,NO,NO,NO,polepos.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,namco/polepos.cpp
"polepos2","Pole Position II (Japan)","1983",Namco,-,-,-,YES,NO,NO,NO,NO,polepos.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,namco/polepos.cpp
"p9112","Police 911 2 (VER. UAA:B)","2001",Konami,kviper,-,-,YES,NO,NO,NO,YES,viper.cpp,PRELIMINARE,RASTER,"90",1024,768,VERTICAL,konami/viper.cpp
policetr,"Police Trainer (Rev 1.3B, Rev 0.3 PCB)","1996","P&P Marketing",-,-,-,YES,NO,NO,NO,NO,policetr.cpp,BUONO,RASTER,"0",394,240,HORIZONTAL,misc/policetr.cpp
pollux,"Pollux (set 1)","1991",Dooyong,-,-,-,YES,NO,NO,NO,NO,dooyong.cpp,BUONO,RASTER,"270",384,240,VERTICAL,dooyong/dooyong.cpp
polynetw,"Poly-Net Warriors (ver JAA)","1993",Konami,-,-,-,YES,NO,NO,NO,NO,plygonet.cpp,INCOMPLETO,RASTER,"90",384,256,VERTICAL,konami/plygonet.cpp
"polyplay2","Poly-Play (ZRE-PP)","1989","VEB Polytechnik Karl-Marx-Stadt",-,-,-,YES,NO,NO,NO,NO,polyplay.cpp,BUONO,RASTER,"0",512,256,HORIZONTAL,ddr/polyplay.cpp
polyplay,"Poly-Play (ZRE)","1986","VEB Polytechnik Karl-Marx-Stadt",-,-,-,YES,NO,NO,NO,NO,polyplay.cpp,BUONO,RASTER,"0",512,256,HORIZONTAL,ddr/polyplay.cpp
plygonet,"Polygonet Commanders (ver UAA)","1993",Konami,-,-,-,YES,NO,NO,NO,NO,plygonet.cpp,INCOMPLETO,RASTER,"90",384,256,VERTICAL,konami/plygonet.cpp
ponpoko,Ponpoko,"1982","Sigma Enterprises Inc.",-,-,-,YES,NO,NO,NO,NO,pacman.cpp,BUONO,RASTER,"0",288,224,HORIZONTAL,pacman/pacman.cpp
poolshrk,Poolshark,"1977",Atari,-,-,-,YES,NO,NO,NO,NO,poolshrk.cpp,BUONO,RASTER,"0",255,232,HORIZONTAL,atari/poolshrk.cpp
poosho,"Poosho Poosho","1999","F2 System",-,-,-,YES,NO,NO,NO,NO,vamphalf.cpp,BUONO,RASTER,"0",320,236,HORIZONTAL,misc/vamphalf.cpp
pooyan,Pooyan,"1982",Konami,-,-,-,YES,NO,NO,NO,NO,pooyan.cpp,BUONO,RASTER,"90",256,224,VERTICAL,konami/pooyan.cpp
popbounc,"Pop 'n Bounce / Gapporin","1997","Video System Co.",neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo/neogeo.cpp
popbingo,"Pop Bingo","1996",Dooyong,-,-,-,YES,NO,NO,NO,NO,dooyong.cpp,BUONO,RASTER,"0",384,240,HORIZONTAL,dooyong/dooyong.cpp
popflame,"Pop Flamer (protected)","1982",Jaleco,-,-,-,YES,NO,NO,NO,NO,naughtyb.cpp,BUONO,RASTER,"90",288,224,VERTICAL,phoenix/naughtyb.cpp
popshot,"Pop Shot (prototype)","1991",Dynamo,-,-,-,YES,NO,NO,NO,YES,skeetsht.cpp,PRELIMINARE,RASTER,"0",400,300,HORIZONTAL,misc/skeetsht.cpp
popnpop,"Pop'n Pop (Ver 2.07O 1998/02/09)","1997","Taito Corporation",-,-,-,YES,NO,NO,NO,NO,"taito_f3.cpp",INCOMPLETO,RASTER,"0",320,232,HORIZONTAL,"taito/taito_f3.cpp"
popnrun,"Pop'n Run - The Videogame (set 1)","1987","Seibu Kaihatsu / Yukai Tsukai",-,-,-,YES,NO,NO,NO,NO,deadang.cpp,PRELIMINARE,RASTER,"0",256,224,HORIZONTAL,seibu/deadang.cpp
popeye,"Popeye (revision D)","1982",Nintendo,-,-,-,YES,NO,NO,NO,NO,popeye.cpp,BUONO,RASTER,"0",512,448,HORIZONTAL,nintendo/popeye.cpp
popobear,"PoPo Bear","2000",BMC,-,-,-,YES,NO,NO,NO,NO,popobear.cpp,INCOMPLETO,RASTER,"0",480,240,HORIZONTAL,bmc/popobear.cpp
popper,Popper,"1983","Omori Electric Co., Ltd.",-,-,-,YES,NO,NO,NO,NO,popper.cpp,BUONO,RASTER,"90",280,224,VERTICAL,omori/popper.cpp
porky,Porky,"1985","Shinkai Inc. (Magic Electronics Inc. license)",-,-,-,YES,NO,NO,NO,NO,pacman.cpp,BUONO,RASTER,"90",256,224,VERTICAL,pacman/pacman.cpp
potopoto,"Poto Poto (Japan, Rev A)","1994",Sega,-,-,-,YES,NO,NO,NO,NO,"segac2.cpp",BUONO,RASTER,"0",256,224,HORIZONTAL,"sega/segac2.cpp"
pokerout,"Potten's Poker stealth with Breakout front game","19??",-,-,-,-,YES,NO,NO,NO,NO,pokerout.cpp,BUONO,RASTER,"0",280,216,HORIZONTAL,misc/pokerout.cpp
poundfor,"Pound for Pound (World)","1990",Irem,-,-,-,YES,NO,NO,NO,NO,"m72.cpp",BUONO,RASTER,"270",384,256,VERTICAL,"irem/m72.cpp"
kok,"Povar / Sobrat' Buran / Agroprom (Arcade multi-game bootleg of ZX Spectrum 'Cookie', 'Jetpac' & 'Pssst')","19??",bootleg,-,-,-,YES,NO,NO,NO,NO,"photon2.cpp",BUONO,RASTER,"0",352,296,HORIZONTAL,"misc/photon2.cpp"
pwball,"Power Ball (prototype)","199?",TCH,-,-,-,YES,NO,NO,NO,NO,wheelfir.cpp,PRELIMINARE,RASTER,"0",336,248,HORIZONTAL,tch/wheelfir.cpp
powerbal,"Power Balls","1994",Playmark,-,-,-,YES,NO,NO,NO,NO,powerbal.cpp,BUONO,RASTER,"0",320,240,HORIZONTAL,playmark/powerbal.cpp
pc_pwbld,"Power Blade (PlayChoice-10)","1991","Taito (Nintendo of America license)","playch10",-,-,YES,NO,NO,NO,NO,"playch10.cpp",BUONO,RASTER,"0",256,240,HORIZONTAL,"nintendo/playch10.cpp"
pdriftl,"Power Drift - Link Version (Japan, Rev A)","1988",Sega,-,-,-,YES,NO,NO,NO,NO,segaybd.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,sega/segaybd.cpp
pdrift,"Power Drift (World, Rev A)","1988",Sega,-,-,-,YES,NO,NO,NO,NO,segaybd.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,sega/segaybd.cpp
powerdrv,"Power Drive","1986","Bally Midway",-,-,-,YES,NO,NO,NO,NO,"mcr3.cpp",BUONO,RASTER,"0",512,480,HORIZONTAL,"midway/mcr3.cpp"
pwrflip,"Power Flipper Pinball Shooting (v1.33)","1994","Excellent System",-,-,-,YES,NO,NO,NO,NO,gcpinbal.cpp,INCOMPLETO,RASTER,"270",320,224,VERTICAL,excellent/gcpinbal.cpp
powerins,"Power Instinct (USA)","1993",Atlus,-,-,-,YES,NO,NO,NO,NO,"nmk16.cpp",BUONO,RASTER,"0",320,224,HORIZONTAL,"nmk/nmk16.cpp"
"pwrinst2","Power Instinct 2 (US, Ver. 94.04.08, set 1)","1994",Atlus,-,-,-,YES,NO,NO,NO,NO,cave.cpp,BUONO,RASTER,"0",320,240,HORIZONTAL,atlus/cave.cpp
pwrkick,"Power Kick (Japan)","1994",Sunwise,-,-,-,YES,NO,NO,NO,NO,sunwise.cpp,BUONO,RASTER,"0",320,240,HORIZONTAL,toaplan/sunwise.cpp
powrplay,"Power Play","1985",Cinematronics,-,-,-,YES,NO,NO,NO,NO,leland.cpp,BUONO,RASTER,"0",320,240,HORIZONTAL,cinematronics/leland.cpp
pwrshovl,"Power Shovel ni Norou!! - Power Shovel Simulator (Ver 2.07 J)","1999",Taito,taitotz,-,-,YES,NO,NO,NO,YES,taitotz.cpp,PRELIMINARE,RASTER,"0",512,384,HORIZONTAL,taito/taitotz.cpp
powsled,"Power Sled (Slave, Revision A)","1996",Sega,-,-,-,YES,NO,NO,NO,NO,"model2.cpp",PRELIMINARE,RASTER,"0",496,384,HORIZONTAL,"sega/model2.cpp"
"psmash3","Power Smash 3 / Virtua Tennis 3 (Export)","2006",Sega,lindbios,-,-,YES,NO,NO,NO,YES,lindbergh.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,sega/lindbergh.cpp
pspikes,"Power Spikes (World)","1991","Video System Co.",-,-,-,YES,NO,NO,NO,NO,pspikes.cpp,BUONO,RASTER,"0",352,240,HORIZONTAL,vsystem/pspikes.cpp
"pspikes2","Power Spikes II (NGM-068)","1994","Video System Co.",neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo/neogeo.cpp
pstone,"Power Stone","1999",Capcom,naomi,-,-,YES,NO,NO,NO,NO,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,sega/naomi.cpp
"pstone2","Power Stone 2","2000",Capcom,naomi,-,-,YES,NO,NO,NO,NO,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,sega/naomi.cpp
psurge,"Power Surge","1988","Vision Electronics",-,-,-,YES,NO,NO,NO,NO,timeplt.cpp,BUONO,RASTER,"270",256,224,VERTICAL,konami/timeplt.cpp
pubball,"Power Up Baseball (prototype)","1996","Midway / Incredible Technologies",-,-,-,YES,NO,NO,NO,NO,"itech32.cpp",BUONO,RASTER,"0",384,240,HORIZONTAL,"itech/itech32.cpp"
pbillian,Prebillian,"1986","Kaneko / Taito",-,-,-,YES,NO,NO,NO,NO,superqix.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,taito/superqix.cpp
"preisle2","Prehistoric Isle 2","1999","Yumekobo / Saurus",neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo/neogeo.cpp
prehisle,"Prehistoric Isle in 1930 (World)","1989",SNK,-,-,-,YES,NO,NO,NO,NO,prehisle.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,snk/prehisle.cpp
prmrsocr,"Premier Soccer (ver EAB)","1993",Konami,-,-,-,YES,NO,NO,NO,NO,"tmnt2.cpp",INCOMPLETO,RASTER,"0",288,224,HORIZONTAL,"konami/tmnt2.cpp"
sailormn,"Pretty Soldier Sailor Moon (Version 95/03/22B, Europe)","1995","Gazelle (Banpresto license)",-,-,-,YES,NO,NO,NO,NO,cave.cpp,BUONO,RASTER,"0",320,240,HORIZONTAL,atlus/cave.cpp
"prdgp03","Pride GP 2003 (PR21 Ver. A)","2003",Namco,"sys246",-,-,YES,NO,NO,NO,YES,"namcops2.cpp",PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,"namco/namcops2.cpp"
primrage,"Primal Rage (version 2.3, Jan 1995)","1994","Atari Games",-,-,-,YES,NO,NO,NO,NO,atarigt.cpp,PRELIMINARE,RASTER,"0",336,240,HORIZONTAL,atari/atarigt.cpp
"primrag2","Primal Rage II (Test Version 0.36a)","1997",Atari,"coh1000w",-,-,YES,NO,NO,NO,YES,zn.cpp,INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,sony/zn.cpp
primglex,"Prime Goal EX (Japan, PG1/VER.A)","1996",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos11.cpp",INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,"namco/namcos11.cpp"
primevah,"Primeval Hunt","2008",Sega,lindbios,-,-,YES,NO,NO,NO,YES,lindbergh.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,sega/lindbergh.cpp
prikura,"Princess Clara Daisakusen (J 960910 V1.000)","1996",Atlus,stvbios,-,-,YES,NO,NO,NO,NO,stv.cpp,INCOMPLETO,RASTER,"0",352,224,HORIZONTAL,sega/stv.cpp
tryout,"Pro Baseball Skill Tryout (Japan)","1985","Data East Corporation",-,-,-,YES,NO,NO,NO,NO,tryout.cpp,BUONO,RASTER,"90",256,240,VERTICAL,dataeast/tryout.cpp
cprobowl,"Pro Bowling (DECO Cassette) (US)","1983","Data East Corporation",decocass,-,-,YES,NO,NO,NO,NO,decocass.cpp,BUONO,RASTER,"270",256,240,VERTICAL,dataeast/decocass.cpp
sltpcycl,"Pro Cycle Tele Cardioline (Salter fitness bike, V.1.0, checksum 02AB)","2000","Salter Fitness / Gaelco",-,-,-,YES,NO,NO,NO,NO,"gaelco2.cpp",BUONO,RASTER,"0",384,240,HORIZONTAL,"gaelco/gaelco2.cpp"
pesta,"Pro Evolution Soccer The Arcade (ver EAA)","2002",Konami,kpython,-,-,YES,NO,NO,NO,YES,kpython.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,konami/kpython.cpp
prosoccr,"Pro Soccer","1983","Data East Corporation",-,-,-,YES,NO,NO,NO,NO,liberate.cpp,BUONO,RASTER,"270",240,256,VERTICAL,dataeast/liberate.cpp
cpsoccer,"Pro Soccer (DECO Cassette) (US)","1983","Data East Corporation",decocass,-,-,YES,NO,NO,NO,NO,decocass.cpp,BUONO,RASTER,"270",256,240,VERTICAL,dataeast/decocass.cpp
prosport,"Pro Sports - Bowling, Tennis, and Golf","1983","Data East Corporation",-,-,-,YES,NO,NO,NO,NO,liberate.cpp,INCOMPLETO,RASTER,"270",256,240,VERTICAL,dataeast/liberate.cpp
sltpstep,"Pro Stepper Tele Cardioline (Salter fitness stepper, V.1.0, checksum 2B83)","1998","Salter Fitness / Gaelco",-,-,-,YES,NO,NO,NO,NO,"gaelco2.cpp",BUONO,RASTER,"0",384,240,HORIZONTAL,"gaelco/gaelco2.cpp"
cptennis,"Pro Tennis (DECO Cassette) (US)","1982","Data East Corporation",decocass,-,-,YES,NO,NO,NO,NO,decocass.cpp,BUONO,RASTER,"270",256,240,VERTICAL,dataeast/decocass.cpp
protenn,"Pro Tennis (Japan)","1982","Data East Corporation",-,-,-,YES,NO,NO,NO,NO,btime.cpp,BUONO,RASTER,"270",240,240,VERTICAL,dataeast/btime.cpp
wldcourt,"Pro Tennis World Court (Japan)","1988",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos1.cpp",BUONO,RASTER,"180",288,224,HORIZONTAL,"namco/namcos1.cpp"
pc_pwrst,"Pro Wrestling (PlayChoice-10)","1986",Nintendo,"playch10",-,-,YES,NO,NO,NO,NO,"playch10.cpp",BUONO,RASTER,"0",256,240,HORIZONTAL,"nintendo/playch10.cpp"
ws,"Pro Yakyuu World Stadium (Japan)","1988",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos1.cpp",BUONO,RASTER,"180",288,224,HORIZONTAL,"namco/namcos1.cpp"
progear,"Progear (USA 010117)","2001","Cave (Capcom license)",-,-,-,YES,NO,NO,NO,NO,"cps2.cpp",BUONO,RASTER,"0",384,224,HORIZONTAL,"capcom/cps2.cpp"
progress,Progress,"1984","Chuo Co. Ltd",-,-,-,YES,NO,NO,NO,NO,timelimt.cpp,BUONO,RASTER,"90",256,224,VERTICAL,thepit/timelimt.cpp
pjustic,"Project Justice / Moero! Justice Gakuen (Rev B)","2000",Capcom,naomi,-,-,YES,NO,NO,NO,NO,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,sega/naomi.cpp
propcycl,"Prop Cycle (World, PR2 Ver.A)","1996",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos22.cpp",INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,"namco/namcos22.cpp"
"psychic5","Psychic 5 (World)","1987","Jaleco / NMK",-,-,-,YES,NO,NO,NO,NO,"psychic5.cpp",BUONO,RASTER,"270",256,224,VERTICAL,"jaleco/psychic5.cpp"
psyforce,"Psychic Force (Ver 2.4O)","1995",Taito,"coh1000t",-,-,YES,NO,NO,NO,NO,zn.cpp,INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,sony/zn.cpp
"pf2012","Psychic Force 2012 (Ver 2.04J)","1998",Taito,-,-,-,YES,NO,NO,NO,NO,taitowlf.cpp,PRELIMINARE,RASTER,"0",512,240,HORIZONTAL,taito/taitowlf.cpp
psychos,"Psycho Soldier (US)","1987",SNK,-,-,-,YES,NO,NO,NO,NO,snk.cpp,BUONO,RASTER,"0",400,224,HORIZONTAL,snk/snk.cpp
oscar,"Psycho-Nics Oscar (World revision 0)","1987","Data East Corporation",-,-,-,YES,NO,NO,NO,NO,"dec8.cpp",BUONO,RASTER,"0",256,240,HORIZONTAL,"dataeast/dec8.cpp"
psyvaria,"Psyvariar -Medium Unit- (V2.02O 2000/02/22 13:00)","2000",Success,"coh3002t",-,-,YES,NO,NO,NO,YES,taitogn.cpp,INCOMPLETO,RASTER,"270",640,480,VERTICAL,sony/taitogn.cpp
psyvarrv,"Psyvariar -Revision- (V2.04J 2000/08/11 22:00)","2000",Success,"coh3002t",-,-,YES,NO,NO,NO,YES,taitogn.cpp,INCOMPLETO,RASTER,"270",640,480,VERTICAL,sony/taitogn.cpp
"psyvar2","Psyvariar 2 - The Will To Fabricate (Japan) (GDL-0024)","2003",Success,naomigd,-,-,YES,NO,NO,NO,YES,naomi.cpp,PRELIMINARE,RASTER,"270",640,480,VERTICAL,sega/naomi.cpp
puchicar,"Puchi Carat (Ver 2.02O 1997/10/29)","1997","Taito Corporation",-,-,-,YES,NO,NO,NO,NO,"taito_f3.cpp",INCOMPLETO,RASTER,"0",320,232,HORIZONTAL,"taito/taito_f3.cpp"
puckman,"Puck Man (Japan, set 1)","1980",Namco,-,-,-,YES,NO,NO,NO,NO,pacman.cpp,BUONO,RASTER,"90",288,224,VERTICAL,pacman/pacman.cpp
puckpkmn,"Puckman Pockimon Genie 2000","2000","Sun Mixing",-,-,-,YES,NO,NO,NO,NO,puckpkmn.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,sega/puckpkmn.cpp
pulirula,"PuLiRuLa (World, dual PCB)","1991","Taito Corporation Japan",-,-,-,YES,NO,NO,NO,NO,"taito_f2.cpp",BUONO,RASTER,"0",320,224,HORIZONTAL,"taito/taito_f2.cpp"
pulsar,Pulsar,"1981",Sega,-,-,pulsar,YES,NO,NO,NO,NO,vicdual.cpp,INCOMPLETO,RASTER,"270",256,224,VERTICAL,sega/vicdual.cpp
pulstar,Pulstar,"1995",Aicom,neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo/neogeo.cpp
"pnchmn2","Punch Mania 2: Hokuto no Ken (GQA09 JAA)","2000",Konami,"sys573",-,-,YES,NO,NO,NO,YES,"ksys573.cpp",PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,"konami/ksys573.cpp"
punchout,"Punch-Out!! (Rev B)","1984",Nintendo,-,-,-,YES,NO,NO,NO,NO,punchout.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,nintendo/punchout.cpp
punkshot,"Punk Shot (US 4 Players)","1990",Konami,-,-,-,YES,NO,NO,NO,NO,"tmnt2.cpp",BUONO,RASTER,"0",288,224,HORIZONTAL,"konami/tmnt2.cpp"
pururun,"Pururun (set 1)","1995","Metro / Banpresto",-,-,-,YES,NO,NO,NO,NO,metro.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,metro/metro.cpp
pushman,"Pushman (Korea, set 1)","1990",Comad,-,-,-,YES,NO,NO,NO,NO,tigeroad.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,capcom/tigeroad.cpp
puyofev,"Puyo Pop Fever (World) (GDS-0034)","2003",Sega,naomigd,-,-,YES,NO,NO,NO,YES,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,sega/naomi.cpp
puyo,"Puyo Puyo (World)","1992","Compile / Sega",-,-,-,YES,NO,NO,NO,NO,"segac2.cpp",BUONO,RASTER,"0",256,224,HORIZONTAL,"sega/segac2.cpp"
"puyopuy2","Puyo Puyo 2 (Japan)","1994","Compile (Sega license)",-,-,-,YES,NO,NO,NO,NO,"segac2.cpp",BUONO,RASTER,"0",256,224,HORIZONTAL,"sega/segac2.cpp"
puyosun,"Puyo Puyo Sun (J 961115 V0.001)","1996",Compile,stvbios,-,-,YES,NO,NO,NO,NO,stv.cpp,INCOMPLETO,RASTER,"0",352,224,HORIZONTAL,sega/stv.cpp
puzzloop,"Puzz Loop (Europe, v0.94)","1998",Mitchell,skns,-,-,YES,NO,NO,NO,NO,suprnova.cpp,INCOMPLETO,RASTER,"0",320,240,HORIZONTAL,kaneko/suprnova.cpp
"pzloop2","Puzz Loop 2 (Europe 010302)","2001","Mitchell (Capcom license)",-,-,-,YES,NO,NO,NO,NO,"cps2.cpp",BUONO,RASTER,"0",384,224,HORIZONTAL,"capcom/cps2.cpp"
ichir,"Puzzle & Action: Ichidant-R (World)","1994",Sega,-,-,-,YES,NO,NO,NO,NO,"segac2.cpp",BUONO,RASTER,"0",256,224,HORIZONTAL,"sega/segac2.cpp"
sandor,"Puzzle & Action: Sando-R (J 951114 V1.000)","1995",Sega,stvbios,-,-,YES,NO,NO,NO,NO,stv.cpp,INCOMPLETO,RASTER,"0",352,224,HORIZONTAL,sega/stv.cpp
